id,name,category,basis,source_url,mon,tue,wed,thu,fri,sat,sun,caveat,until,website,phone
59562bfa-7cca-4a9f-ac2e-6fdd46950b30,Saint Olaf's chapel,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
da20144e-691c-4a95-a91c-c6eea90b56a0,Muckle Flugga Lighthouse,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
e5f2be38-0883-4017-aabb-4fead18b3d47,Skaddan South Lighthouse,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
cf14cbaa-2308-4db9-b434-df6843fda0f7,Out Skerries Lighthouse,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
bf3ec44c-cf53-4c67-82be-425cb1c8b327,Burravoe Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
ec772e4f-3a25-4c7d-8858-9c48a3138713,Broch of Underhoull,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
901c9bfc-4a1b-4451-a7fe-45351797dc46,Clumlie Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
e80a678a-eef5-4bf9-b4e8-346db99c8056,Housabister Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
7061023a-af7e-4756-b4eb-b91fbe7314d4,Geo of the Brough Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
448f5556-71c1-4369-8ff4-8bc3bfdf5e16,Brough Lodge Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
1db44dd6-135b-4ea8-b345-5d81efc0a367,Burgar Stack Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
7bb17fce-6345-469f-89f7-4ab241d78299,"Tonga, Blockhouse Fort",tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
d04842dd-820f-4109-8ff6-9d0293d9c7ec,Ness of Burgi Fort,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
01f65e36-f844-4e17-a2f8-4598d0cfdb87,Balta Sound Lighthouse,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
19bb2312-ef9c-4aec-8ee0-033006ff88e8,Lunabister Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
51443605-1b2e-48bf-a083-db22acf38d23,Kirk Knowe,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
cd31da47-881c-454d-8f69-718333c2a409,Footabrough Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
7e8c1e75-a9dc-435f-aefe-d556d6978138,Levenwick Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
b5a71dcf-031f-4e47-8e8d-67e2d71bb0e7,Fethaland Lighthouse,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
975217e3-1c34-44f6-b943-d147651746ba,Gatehouse Fort,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
4ff38fd1-b75d-464f-b3e3-a90a8fb0fcfe,Wick of Houbie Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
a223789e-d269-42c9-bff5-5a24046c0777,Windhouse Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
4e20ecaf-c129-4648-877f-1ae3831e6a54,Vidlin Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
92c284af-4a62-4cb6-b41a-110f761869af,Burra Voe Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
24f98550-e3ee-42cf-b2cc-85cd4a339e7c,St Ninian's Chapel,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
153afa15-39a5-4b14-8e8f-2d790c1344b4,Hunter's Monument,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
b408e09a-83c6-4bb8-8e7f-025f955fe3ce,Esha Ness,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
f0759615-36c3-4e83-952d-1026aaaa094e,Skroo North Lighthouse,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
c3184c5c-65cb-4c2d-bf02-a673eb3a15d6,Loch of Burraland Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
81263531-f8fe-43ad-9e0e-42c9bc2a9c21,Heglibister Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
8d4ca45d-b23c-4cf4-811b-6662f69e0278,Clickimin Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,https://www.historicenvironment.scot/visit-a-place/places/clickimin-broch/#,
9d0ce594-1c51-487d-9388-43a164877c53,Sae Breck Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
958229b4-ad9e-45ec-8cf1-9dc7fdaf0702,Scousburgh Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
81f1dd23-ec3e-42b7-aa35-0e1822a1ced3,Noonsbrough Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
22c9d455-40e8-443c-9f47-c8dddc0fddab,The Burrian Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
bedbac13-29f2-4628-bcfb-701fd8b6c307,Southvoe Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
fb958092-43b6-4294-8435-d6a83df62c5f,Broch of Houlland,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
2a547a86-63a0-4343-8d85-3c3e95e201dd,Sna Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
e51883d8-5aac-4791-a8cb-72bb998cae9a,Broch of Burraland,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
d945d89c-b68d-46f2-9a59-ac97e1df0445,"Bay of Garth, promontory fort",tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
248b3610-2372-434e-85c9-97494c424f06,Broch of Benston,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
7ca42e75-43c3-4466-8b9a-a75b51ef5c5f,Mail War Memorial,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
b12e2691-14fd-46e6-a578-9175639c48a1,Brough Head Broch,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
6895c9a9-2e4d-4b3f-a06b-6eb84adfb1e5,Kantonella Memorial,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
45c7530a-cd93-4a25-bf0d-096134487434,Mousa Sound Viewpoint,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
eb7eb1ee-f184-4e33-b043-013e7141d1ca,Earn Stack lookout,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
41522a9e-4e2a-4f2c-ac6a-65cc2c54312b,Arch Viewpoint,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
c378bd3e-242a-4a11-890f-b50d4e066465,Cliffs viewpoint,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
264557fc-6bc1-4284-8a5b-232ca6968e26,Keen of Hamar Nature Reserve,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
955b38aa-5a70-46d3-a2d4-39140f6995bf,Noss National Nature Reserve,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,https://www.nature.scot/enjoying-outdoors/places-visit/nnrs/noss-national-nature-reserve,
963a696c-6597-4f89-8c01-388518affae2,Whitehill Lighthouse,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
8426c3c4-711f-4a3f-b6d8-d8918c7d760a,Fraser Park,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
0cebcb2d-fea2-4bfd-9163-329c61bb72e6,King Harald Street Playpark,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
708c6217-a675-4624-a8df-4fc1bb8de165,Suther Ness Lighthouse,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
b8adbf5b-d5fa-4f6d-a8f2-6e65b9c7fa48,Gilbertson Park,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
571e4675-14e9-40a1-a162-1470175e633a,Hermaness National Nature Reserve,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,https://www.nature.scot/enjoying-outdoors/places-visit/nnrs/Hermaness-national-nature-reserve,
a83ca747-2aa8-4ebb-a858-d26ec1b92507,Seafield Park,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
2cf887f5-bbe5-464a-916f-93b2139c3aa9,Sumburgh Head Lighthouse,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
ab5cd974-a852-4388-936e-e6a6069ad0de,Nort Trow Community Garden,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
ce1ee0d0-f695-4248-b604-ef7debb1c694,Fort Charlotte,tourism,open_access,,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,00:00-23:59,,,,
6616d429-b3ae-4a99-8844-054a16976da0,Crofthouse Museum,tourism,researched,https://www.shetlandmuseumandarchives.org.uk/opening-times,Closed,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,Closed 13:00-14:00 for lunch; the range below does not show that.,2026-10-04,https://www.shetlandmuseumandarchives.org.uk/visit/crofthouse-museum,
b871f167-6e8d-4aeb-bff0-b1d689ca4053,Fjarå Coffee,food_drink,researched,https://www.fjaracoffee.com/,Closed,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,09:00-17:00,,,https://www.fjaracoffee.com/,+441595 697 388
3fdc34b5-6537-49dc-b03e-ae78a2a1aea6,Frankie's Fish & Chips,food_drink,researched,https://www.frankiesfishandchips.com/,12:00-19:00,12:00-19:00,12:00-19:00,12:00-19:00,09:30-19:00,09:30-19:00,12:00-19:00,Takeaway hours. The sit-in café takes last orders at 17:45.,,https://www.frankiesfishandchips.com/,+44 1806 522700
40d9c014-ecf6-4f96-a625-04fe24a41eb4,No 88 Kitchen and Bar,food_drink,researched,https://www.no88shetland.com/,Closed,Closed,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,Closed,,,https://www.no88shetland.com/,+441595692139
27464164-fe63-46b9-a9b9-0910b924e6ba,Old Haa Museum,tourism,researched,https://www.oldhaa.com/,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,14:00-17:00,,2026-10-04,https://www.oldhaa.com/,
12d935d3-6e77-42c7-adba-ecf46a6b1455,Quendale Mill,tourism,researched,https://www.quendalemill.co.uk/,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,,2026-10-11,https://www.quendalemill.co.uk/,
ac5db8af-9848-466a-960f-55d71f5c82cc,Shetland Museum and Archives,tourism,researched,https://www.shetlandmuseumandarchives.org.uk/opening-times,12:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,10:00-17:00,12:00-17:00,,,https://www.shetlandmuseumandarchives.org.uk,+44 1595695057
b02a8e05-c882-47f0-b0fd-e56fc1fb32f6,Speldiburn Cafe,food_drink,researched,https://www.bressay.org/speldiburn-cafe,Closed,11:00-15:00,11:00-16:00,11:00-15:00,11:00-15:00,09:30-15:00,Closed,"Saturday is Parkrun breakfast 09:30-11:00, then lunch from 11:45.",2026-10-31,https://www.bressay.org/speldiburn-cafe,
0ffa345a-7d34-416e-932f-f3462f540a68,Tangwick Haa Museum,tourism,researched,https://www.tangwickhaa.org.uk/,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,11:00-17:00,October is by appointment only.,2026-09-30,https://www.tangwickhaa.org.uk/,
97839993-02b1-4e33-b4e9-3197d49e749e,Alex Morrisons,retail,research,,,,,,,,,,,https://www.premier-stores.co.uk/our-stores/alex-morrison,
b0e928bc-d62e-4db9-aaf4-c4b8e07a604e,Avril Thomson-Smith,retail,research,,,,,,,,,,,https://www.avrilthomsonsmith.com/,
e17553fc-d433-4e31-9fd8-c97ace1103c9,Bigton Community Shop,retail,research,,,,,,,,,,,https://www.facebook.com/BigtonCommunityShop,+44 1950 422307
e437ef9b-afb2-4692-bff9-2ad81257c53c,Bobby's Bus Shelter,tourism,research,,,,,,,,,,,http://www.unstbusshelter.shetland.co.uk/,
09b9dacd-2a81-4151-a710-efb0e9a73033,Co-op,retail,research,,,,,,,,,,,https://www.coop.co.uk/store-finder/ZE2-9QG/hillside,
15f9e418-7d58-4b3b-8d46-2c0fe891e27c,Co-op Food,retail,research,,,,,,,,,,,https://www.coop.co.uk/store-finder/ZE1-0PW/holmsgarth-road,
aedfc33e-0b80-425a-ab2f-db221da8ea4b,Da Haaf,food_drink,research,,,,,,,,,,,https://www.shetland.uhi.ac.uk/study-with-us/campuses/scalloway-campus/da-haaf-restaurant/,+44 1595 772480
d1128b0c-8bd9-4b4a-b9bc-7858ef8f5e3b,DA Mad Hoose,food_drink,research,,,,,,,,,,,https://www.thevoecentre.co.uk/da-mad-hoose,
3ac1032c-5d4a-4f94-990b-19748b01c1a8,Fetlar Interpretive Centre,tourism,research,,,,,,,,,,,https://www.fetlar.org/things/activities/fetlar-interpretive-centre,
83737693-fa8e-40b3-863c-c622354517f8,Foords Chocolates,food_drink,research,,,,,,,,,,,http://www.thenorthbase.co.uk/foords.html,
773455be-04e1-4548-ac05-781bdbd5e6d3,Golden Coach,food_drink,research,,,,,,,,,,,https://www.newgoldencoach.com/,
beb9b6e7-5a7f-40a5-9e50-e36673b609cf,Gurkha Kitchen,food_drink,research,,,,,,,,,,,https://www.gurkhakitchenshetland.co.uk/,+44 1595 690400
b62f6a07-624b-4ec6-a4a9-d57dc512849e,Himalayan Lounge,food_drink,research,,,,,,,,,,,https://himalayanlounge.com/,+44 1595 695585
284db5ac-7284-4633-88bb-305ddbd806c6,ITS,retail,research,,,,,,,,,,,https://www.its-online.co.uk,
940bb80c-762f-4983-ba01-bb5e748bd64e,Jarlshof Prehistoric and Norse Settlement,tourism,research,,,,,,,,,,,https://www.historicenvironment.scot/visit-a-place/places/jarlshof-prehistoric-and-norse-settlement/,
2421ad14-ecca-45ef-b82b-825491f78d0a,Magno,food_drink,research,,,,,,,,,,,https://www.facebook.com/magnocaferestaurant/,
4d492acd-de3e-4507-9ac6-bad8f14f6ff0,Maryfield House Hotel,accommodation,research,,,,,,,,,,,https://www.maryfieldhousehotel.co.uk/,+44 1595 820 203
4e682a12-97f7-4fa0-880e-3108544acb31,Mousa Ferry Waiting Room Exhibition,tourism,research,,,,,,,,,,,https://www.mousa.co.uk,
8e4168e2-6c0e-4b76-bfab-57cf302b8906,Mowgli Motors Ltd,retail,research,,,,,,,,,,,https://www.mowgli-motorsltd.co.uk/,+44 1950 431416
cee455f3-e5fe-4132-b032-0140665b54ee,Muddy Bay,retail,research,,,,,,,,,,,https://www.muddybay.co.uk,
004bdf91-7d58-468e-9572-4d5dbe3b1e3d,Norse Stofa,tourism,research,,,,,,,,,,,https://papastourhcg.org/norse-stofa/,
b1193096-2fad-46f8-9cd7-6db26a646c0f,Ollaberry Co-operative,retail,research,,,,,,,,,,,http://www.ollaberryshop.co.uk/,+44 1806 544 344
5e3c89b6-6026-4d7b-a6ef-5ba51acd8f52,RAF Scatsta,tourism,research,,,,,,,,,,,http://www.forgottenairfields.com/united-kingdom/scotland/orkney-and-shetland/raf-scatsta-and-raf-sullum-voe-s867.html,
4889bfb2-2990-4995-82da-5ab71d5933ef,RAF Sullom Voe Camp Graven,tourism,research,,,,,,,,,,,https://en.wikipedia.org/wiki/RAF_Sullom_Voe,
4d16f76c-6763-47f7-99c3-d197c4a68d04,Scoop Wholefoods,retail,research,,,,,,,,,,,https://www.scoopwholefoods.co.uk/,
c4070f26-7606-4f32-8dd4-01b713587afb,Shetland Reel Distillery,tourism,research,,,,,,,,,,,https://www.shetlandreel.com/,
56b9916c-caa4-4fb5-a553-2299280dc37b,Shetland Textile Museum,tourism,research,,,,,,,,,,,https://www.shetlandtextilemuseum.com/,
